,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,num_ingr,B,S,C,L,V,Sa,S*,Lon,Lat
1248,2218,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,0.7,"3- B,S,C","herbal, tea-like",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,100.83273,14.8971921
1249,2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,0.7,"3- B,S,C",brownie,3.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,100.83273,14.8971921
1250,1061,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Cibao Valley, Rizek",0.7,"5- B,S,C,V,L","raisins, prunes",3.5,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-70.3028026,19.0974031
1251,1069,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",0.82,"5- B,S,C,V,L","nutty, sour milk, off note",3.0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-70.3028026,19.0974031
1252,1069,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",0.55,"5- B,S,C,V,L","very sweet, basic cocoa",3.25,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-70.3028026,19.0974031
1253,1073,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",0.62,"5- B,S,C,V,L","candy-like, peanut butter",3.25,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-70.3028026,19.0974031
1254,2498,Kah Kow,U.S.A.,2020,Dominican Republic,"Tireo, Rizek Historical Selection, single estate",0.68,"4- B,S,C,L","rich cocoa, dried fruit, roasty",3.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1255,2498,Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",0.7,"3- B,S,C","light color, nutty, caramel",3.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1256,2502,Kah Kow,U.S.A.,2020,Dominican Republic,"West Indian, Rizek Historical S.",0.67,"4- B,S,C,L","banana, fall spices, earthy",3.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1257,2716,Kah Kow,U.S.A.,2022,Dominican Republic,El Ramonal,0.8,"3- B,S,C","dried fruit, bitter, rubbery",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1258,2390,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,Mata Larga,0.715,"3- B,S,C","creamy, balanced, fig, cocoa",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1259,2394,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,El Antiguo (Monet Plata & Duarte ),0.7,"3- B,S,C","sandy, sweet, acidic",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1260,2422,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,"Dominican Nacional, Collection 01",0.68,"4- B,S,C,L","creamy, floral, dried fruit",3.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1261,2454,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"El Valle, Collection 01, Rizek",0.72,"4- B,S,C,L","creamy, black tea, vegetal",3.0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1262,2454,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"Los Bejucos, Collection 01, Rizek",0.65,"4- B,S,C,L","creamy, distinct, dried fruit",3.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1263,2764,Kah Kow - USA,U.S.A.,2022,Dominican Republic,"Tireo, light roast, Chi Bui collab",0.72,"4- B,S,C,L","floral, woody, cocoa, creamy",3.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1264,2764,Kah Kow - USA,U.S.A.,2022,Dominican Republic,"Tireo, medium roast, Chi Bui collab",0.72,"4- B,S,C,L",cocoa with hint of melon,4.0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1265,2764,Kah Kow - USA,U.S.A.,2022,Dominican Republic,Los Bejucos,0.72,"4- B,S,C,L","honey, molasses, cream, woody",3.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1266,2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",0.75,"3- B,S,C","base cocoa, fruit, fatty",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.7878438,-6.5247123
1267,2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",0.75,"3- B,S,C","spicy, tobacco",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-85.2936911,12.6090157
1268,2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",0.75,"3- B,S,C","muted, grapes, astringent",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1269,241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,0.7,"4- B,S,C,V","creamy, mild marshmallow",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1270,241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,0.7,"4- B,S,C,V","intense, mint, marshmallow",3.5,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1271,245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,0.75,"4- B,S,C,V","sweet, vanilla, coffee",2.75,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1272,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,0.85,"4- B,S,C,V","crumbly, vanilla, bitter",2.5,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1273,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,0.85,"4- B,S,C,V","creamy, nutty, bitter, flat",2.75,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1274,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,0.85,"4- B,S,C,V","spicy, mild bitter",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1275,263,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,0.75,"4- B,S,C,V","grassy, earthy, coffee",2.5,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1276,269,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,0.85,"4- B,S,C,V","fruity,floral,cooling sensation",3.0,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1277,2708,Kasama,Canada,2021,Philippines,"Davao, Mindanao, batch 24",0.7,"3- B,S,C","licorice, melon",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,122.7312101,12.7503486
1278,2708,Kasama,Canada,2021,Papua New Guinea,"Karkar Island, Madong, batch 34",0.7,"3- B,S,C","plum, molasses",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,144.2489081,-5.6816069
1279,1133,Kerchner,U.S.A.,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",0.7,"3- B,S,C","fatty, dark berry, grassy",3.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1280,431,Ki' Xocolatl,Mexico,2009,Mexico,Dark,0.72,"5- B,S,C,V,L","sweet, vanilla domintates, nut",2.0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-102.0077097,23.6585116
1281,2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",0.7,"3- B,S,C","poor finish, cocoa, grassy",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-72.9088133,4.099917
1282,1251,Kiskadee,U.S.A.,2014,Dominican Republic,"La Red, Guanconjeco",0.6,"2- B,S","gritty, overly sweet, citrus",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1283,1968,Krak,Netherlands,2017,Belize,Belize,0.7,"2- B,S","gritty, sour, berries",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-88.7600927,16.8259793
1284,1968,Krak,Netherlands,2017,Vietnam,Vietnam,0.7,"2- B,S","sticky, molasses, sour",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,108.4265113,13.2904027
1285,2016,Krak,Netherlands,2017,Mexico,Xoconusco,0.7,"2- B,S","medium roast, nutty",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-102.0077097,23.6585116
1286,2044,Krak,Netherlands,2018,Mexico,"Xoconusco, triple turned",0.7,"2- B,S","intense, high acidity",3.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-102.0077097,23.6585116
1287,2064,Krak,Netherlands,2018,Madagascar,Mava Sa Ferme D'ottange,0.7,"2- B,S","roasty, nutty",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46.4416422,-18.9249604
1288,2068,Krak,Netherlands,2018,Philippines,Kablon Farm,0.7,"2- B,S","nuts, dried fruit, grassy",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,122.7312101,12.7503486
1289,2282,Krak,Netherlands,2019,Papua New Guinea,Gazelle,0.7,"2- B,S","astringent, smomkey cocoa",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,144.2489081,-5.6816069
1290,2286,Krak,Netherlands,2019,Colombia,H. Betulia B6,0.7,"2- B,S","light color,",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-72.9088133,4.099917
1291,1422,Kto,U.S.A.,2014,Peru,San Martin,0.72,"2- B,S","intense, pungent, tangy",2.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1292,1422,Kto,U.S.A.,2014,Venezuela,Ocumare,0.72,"3- B,S,C","nutty, pungent, sour",2.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-66.1109318,8.0018709
1293,1422,Kto,U.S.A.,2014,Belize,Belize,0.72,"3- B,S,C","nutty, sour milk",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-88.7600927,16.8259793
1294,1422,Kto,U.S.A.,2014,Madagascar,Sambirano Valley,0.72,"3- B,S,C","strawberry, intense, sour",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,46.4416422,-18.9249604
1295,1426,Kto,U.S.A.,2014,Belize,Belize,0.9,"2- B,S","intense, spicy, pungent",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-88.7600927,16.8259793
1296,1426,Kto,U.S.A.,2014,Dominican Republic,Elvesia,0.72,"3- B,S,C","spicy, molasses, earthy",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1297,1426,Kto,U.S.A.,2014,Dominican Republic,ROIG,0.72,"3- B,S,C","earthy, fatty, tea",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1298,1840,K'ul,U.S.A.,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",0.7,"4- B,S,C,L","spicy, vanilla, dairy",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-72.3570972,19.1399952
1299,1852,K'ul,U.S.A.,2016,Peru,"Maranon, Fortunato No. 4",0.7,"4- B,S,C,L","astringent, unbalanced, off",2.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1300,1852,K'ul,U.S.A.,2016,Brazil,"Bahia, Fazenda Camboa",0.7,"4- B,S,C,L","creamy, mild flavors",3.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-53.2,-10.3333333
1301,1852,K'ul,U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",0.7,"4- B,S,C,L",oranges,3.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-79.3666965,-1.3397668
1302,1359,Kyya,U.S.A.,2014,Uganda,Uganda,0.725,"5-B,S,C,V,Sa","vanilla, earth, cardboard",2.5,5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,32.2166578,1.5333554
1303,1359,Kyya,U.S.A.,2014,Dominican Republic,Hispaniola,0.725,"5-B,S,C,V,Sa","vanilla, candy-like, sour milk",3.0,5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-70.3028026,19.0974031
1304,1363,Kyya,U.S.A.,2014,Ecuador,Ecuador,0.725,"5-B,S,C,V,Sa","intense, bourbon, vanilla",2.5,5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-79.3666965,-1.3397668
1305,1363,Kyya,U.S.A.,2014,Madagascar,Madagascar,0.725,"5-B,S,C,V,Sa",mild vanilla and mild fruit,3.0,5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,46.4416422,-18.9249604
1306,431,L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,Madagascar,0.64,"5- B,S,C,V,L","smooth, rich, lemon",3.5,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,46.4416422,-18.9249604
1307,451,L.A. Burdick (Felchlin),U.S.A.,2009,Bolivia,Bolivian,0.68,"5- B,S,C,V,L","rich, spice, cheese",3.0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-64.9912286,-17.0568696
1308,576,L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,Grenada,0.75,"5- B,S,C,V,L","creamy, cocoa, spice",3.25,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-61.6904045,12.1360374
1309,576,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,0.74,"5- B,S,C,V,L","simple, rich hot cocoa",3.75,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-70.3028026,19.0974031
1310,597,L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,Venzuela,0.71,"5- B,S,C,V,L","cocoa, nutty, acidic, burning",3.0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-66.1109318,8.0018709
1311,682,L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,0.74,"5- B,S,C,V,L","spicy, roasty, coffee",3.75,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-79.3666965,-1.3397668
1312,891,L.A. Burdick (Felchlin),U.S.A.,2012,Peru,Peru,0.74,"5- B,S,C,V,L","floral, soapy, earthy",3.25,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-75.0458515,-6.8699697
1313,891,L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,Brazil,0.7,"5- B,S,C,V,L","creamy, woody, nutty",4.0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-53.2,-10.3333333
1314,927,L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,Chuao,0.68,"5- B,S,C,V,L","berry, rich cocoa dominates",3.75,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-66.1109318,8.0018709
1315,2426,La Cascade du Chocolat,U.S.A.,2019,Fiji,"Fiji, batch 51019",0.68,"3- B,S,C","unrefined, sweet, basic cocoa",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,179.0122737,-18.1239696
1316,2138,La Chorena,U.S.A.,2018,Dominican Republic,Oko Caribe,0.7,"2- B,S","anise, spicy, earthy",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1317,2138,La Chorena,U.S.A.,2018,Peru,Maranon,0.75,"2- B,S","earthy, molasses, dried fruit",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1318,2138,La Chorena,U.S.A.,2018,Belize,"Maya Mtn, Toledo",0.7,"4- B,S,C,L","molasses, high acidity",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-88.7600927,16.8259793
1319,2138,La Chorena,U.S.A.,2018,Guatemala,"Lachua, Cacao Verapaz",0.7,"2- B,S","tart, molasses, grits",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
1320,2254,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",0.7,"2- B,S","fruit, cocoa, grape",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-88.7600927,16.8259793
1321,2254,La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",0.7,"2- B,S","dry, melon, cocoa",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-90.345759,15.5855545
1322,2358,La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",0.72,"2- B,S","sandy, grapes",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1323,230,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",0.74,"4- B,S,C,L","roasty, dark berry, rich",3.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.1002445,51.5840921
1324,346,La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,0.68,"4- B,S,C,L","rich cocoa, burning sensation",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0800271,8.0300284
1325,346,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",0.69,"4- B,S,C,L","nutty, grassy, rich cocoa",3.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-66.1109318,8.0018709
1326,439,La Maison du Chocolat (Valrhona),France,2009,Blend,Kuruba,0.6,"4- B,S,C,L","rich, sweet, cocoa, intense",3.0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.1002445,51.5840921
1327,445,La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,0.6,"4- B,S,C,L","cocoa, caramel, sweet",3.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.1002445,51.5840921
1328,741,La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,0.68,"4- B,S,C,L","rich, vegetal, banana, spice",3.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-61.6904045,12.1360374
1329,891,La Maison du Chocolat (Valrhona),France,2012,Dominican Republic,Loma Sotavento,0.66,"4- B,S,C,L","nutty, pear, sour milk",3.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-70.3028026,19.0974031
1330,1121,La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",0.74,"4- B,S,C,L","brownie, cocoa, sour, sweet",2.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.1002445,51.5840921
1331,1145,La Maison du Chocolat (Valrhona),France,2013,Tobago,Tobago,0.6,"4- B,S,C,L","creamy, rich, dairy, nutty",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-60.67200597857749,11.24046155
1332,1189,La Maison du Chocolat (Valrhona),France,2013,Ecuador,"Acarigua, w/ nibs",0.56,"4- B,S,C,L","sweet, nutty, cocoa",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-79.3666965,-1.3397668
1333,2182,La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",0.7,"2- B,S","rich cocoa, mild fruit & nut",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-102.0077097,23.6585116
1334,2186,La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",0.7,"2- B,S","mild hammy, roasty, sour",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-102.0077097,23.6585116
1335,2186,La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",0.7,"2- B,S","citrus,prononced orange",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-102.0077097,23.6585116
1336,1434,Laia aka Chat-Noir,France,2014,Cuba,Cuba,0.7,"4- B,S,C,L","fatty, roasty, coffee, off note",2.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-80.8328748,23.0131338
1337,1438,Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,0.68,"4- B,S,C,L","nutty, woody, leathery",2.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.1002445,51.5840921
1338,1590,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",0.75,"4- B,S,C,L","roasty, sour, cardboard",2.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,46.4416422,-18.9249604
1339,1590,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",0.75,"4- B,S,C,L","gritty, roasty, waxy, off",2.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,108.4265113,13.2904027
1340,1590,Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",0.75,"4- B,S,C,L","slight burnt, astringent, fruit",3.0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-80.8328748,23.0131338
1341,1590,Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",0.75,"4- B,S,C,L","sandy, fatty, roasty, fruit",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1342,1594,Laia aka Chat-Noir,France,2015,Ivory Coast,"Ivory Coast, Batch 56/100",0.75,"4- B,S,C,L","roasty, nutty, rich cocoa",3.0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-5.5679458,7.9897371
1343,1638,Laia aka Chat-Noir,France,2015,Sao Tome,"Sao Tome, Batch 151",0.75,"4- B,S,C,L","rich, roasty, nutty, smoke",3.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.7313031,0.3389242
1344,1642,Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",0.75,"4- B,S,C,L","smokey, rich cocoa, spice",3.25,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-53.2,-10.3333333
1345,1642,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",0.75,"4- B,S,C,L","creamy, mild honey, floral",3.75,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,108.4265113,13.2904027
1346,833,L'Amourette,U.S.A.,2012,Venezuela,Carenero Superior,0.75,"5- B,S,C,V,L","chalky, fatty, sweet",3.0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-66.1109318,8.0018709
1347,833,L'Amourette,U.S.A.,2012,Venezuela,Rio Caribe,0.75,"5- B,S,C,V,L","chalky, cocoa, tangy",3.0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-66.1109318,8.0018709
1348,853,L'Amourette,U.S.A.,2012,Blend,"Peru, Ecuador, Venezuela",0.72,"5- B,S,C,V,L","fatty, nutty, woody",3.0,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.1002445,51.5840921
1349,1784,L'Amourette,U.S.A.,2016,Nicaragua,Rugoso,0.8,"2- B,S","spicy, grassy, roasty",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-85.2936911,12.6090157
1350,2048,Land,U.K.,2018,Nicaragua,Nueva Guinea,0.71,"3- B,S,C","simple, earthy, cocoa",3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-85.2936911,12.6090157
1351,2048,Land,U.K.,2018,Honduras,San Pedro Sula,0.7,"3- B,S,C","sandy, rich cocoa",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-86.0755145,15.2572432
1352,2048,Land,U.K.,2018,Nicaragua,"Nicaliso, Bocay",0.73,"3- B,S,C","complex, dairy, roasty",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-85.2936911,12.6090157
1353,1972,Landmark (Amano),U.S.A.,2017,Bolivia,"Tranquilidad, Itinez Province",0.74,"3- B,S,C","well balanced, melon",3.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-64.9912286,-17.0568696
1354,2262,Legast,Belgium,2019,Costa Rica,Upala,0.7,"3- B,S,C","base cocoa, mild ham, woody",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-84.0739102,10.2735633
1355,2266,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",0.7,"3- B,S,C","sandy, off, hammy",2.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-72.9088133,4.099917
1356,2266,Legast,Belgium,2019,Peru,Piura,0.7,"3- B,S,C","sandy, light color, grape",3.5,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1357,1371,Letterpress,U.S.A.,2014,Peru,Maranura,0.7,"2- B,S","intense, sticky, cocoa",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1358,1562,Letterpress,U.S.A.,2015,Bolivia,Beniamo,0.7,"2- B,S","dried fruit, nutty, mushroom",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-64.9912286,-17.0568696
1359,1562,Letterpress,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",0.7,"2- B,S","cocoa, spice, fruit",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-61.26130538878063,10.443024300000001
1360,1566,Letterpress,U.S.A.,2015,Costa Rica,San Andres,0.7,"2- B,S","roasty, black pepper, woody",3.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-84.0739102,10.2735633
1361,1566,Letterpress,U.S.A.,2015,Dominican Republic,"La Red, Guaconejo",0.7,"2- B,S","red fruit, brownie",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.3028026,19.0974031
1362,1566,Letterpress,U.S.A.,2015,Tanzania,Kokoa Kamili,0.7,"2- B,S","subtle, spicy, banana",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.7878438,-6.5247123
1363,1728,Letterpress,U.S.A.,2016,Liberia,Liberia,0.7,"2- B,S","floral, black licorice",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.3658524,5.7499721
1364,1952,Letterpress,U.S.A.,2017,Belize,"Maya Mtn, Batch 18, Heirloom",0.7,"2- B,S","smokey, mild berry",3.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-88.7600927,16.8259793
1365,1952,Letterpress,U.S.A.,2017,Honduras,"La Masica, Batch 7, FHIA",0.7,"2- B,S","strong raspberry, mocha",3.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-86.0755145,15.2572432
1366,1984,Letterpress,U.S.A.,2017,Peru,Ucayali,0.7,"3- B,S,C","mild, licorice, coffee, cocoa",4.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-75.0458515,-6.8699697
1367,2122,Letterpress,U.S.A.,2018,Ghana,Ashanti,0.7,"3- B,S,C",brownie,3.75,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0800271,8.0300284
1368,2338,Letterpress,U.S.A.,2019,Jamaica,"Bachelor's Hall, batch 0001",0.7,"3- B,S,C","woody, mocha, molasses",3.25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-77.3947693,18.1850507
